id,text,aspect,category,polarity,from,to
1746,"not even worth passing by has uncooperative reception,",reception,hotel,negative,44,53
1747,"i've stayed at this hotel for the fourth time, and every time i like the hotel, it's my second home, and i'm gonna keep visiting it.",hotel,hotel,positive,20,25
1748,at check-in i asked for a room with sea views but the receptionist did not show interest and assigned me a room on the first floor with a view of a construction site.,reception,hotel,negative,54,63
1749,"the coolest place to relax and eat, you need to walk ten minutes up from ella until you get to this fantastic place. choose the deluxe room to enjoy a stunning view and a fantastic atmosphere. you are in the spacious, clean room where the beautiful space between ella rock and adam's little peak is delicious. the service is very good and i have no negative reviews at all.",room,hotel,positive,135,139
1750,"bad visit, the worst village in hurghada, we were blocked for four nights, we walked a day along the food very bad, and also the dates of tomorrow away from dinner and sanaks, no pizza and murdoch, they go to breakfast and if i have dinner in an intervention restaurant, a second restaurant, i do not recommend anyone to visit",food,hotel,negative,101,105
1751,"the entertainment team doesn't care about the kids/inmates they're dealing with, they work for their own pleasure, they leave our kids alone.",team,hotel,negative,18,22
1752,the so-called evening buffet was nothing but hot food left outside to cool.,buffet,hotel,negative,22,28
1753,but the problem is that the internet in the rooms on the upper floors is weak.,internet,hotel,negative,28,36
1754,"even the rooms are in bad shape, the fridge is broken, the floor is flooded, i don't recommend going to this village at all.",rooms,hotel,negative,9,14
1756,"amazing in everything i really enjoyed staying in this hotel with my wife. the location is great if you like to see the pyramids. the building is very nice inside and out, and the rooms are large, spacious and clean. the bathroom also looked new and well equipped with the required things. we didn’t lack anything.",rooms,hotel,positive,180,185
1757,"average nice hotel. very comfortable central location, average room cost, very good restaurant. i mean a bar, good maintenance, very friendly and helpful staff. i must thank melanie vethrea at aston coningan suites for giving me the best hospitality and the way she manages everything during my stay. i had to admire her professionalism. my thanks are very humble to her. i would like to express my gratitude to her.",restaurant,hotel,positive,84,94
1758,the service is excellent and the rooms are clean and comfortable and the food is excellent.,food,hotel,positive,73,77
1759,"hotel near the markets there is no insulation in the rooms you hear everything without exception cleanliness reasonable inside the rooms furniture is normal best location and price, they provide several forms of children's beds tv is normal with all the channels air conditioning good rooms are spacious but i hope they care about cleanliness more",rooms,hotel,negative,53,58
1760,"the receptionists have never dealt with a human before. i wouldn't recommend it to anyone, even if there was no one else.",receptionists,hotel,negative,4,17
1761,"the hotel has a unique location near the famous stanley bridge with a wonderful view of the sea, calm surrounding the place and the hotel staff works on the comfort of the guest constantly, the restaurant overlooks the corniche, welcome and good reception and a sense of interest from all the staff of the hotel, most of the rooms are almost overlooking the sea, which makes you see a view more than wonderful,",reception,hotel,positive,246,255
1763,desert lovers camp we went to wadi rum two days trip in a four-wheel drive car and it was a pleasant trip between the sandy booksan and the high mountains and sandy plains subhan al-khaliq and then to the camp and there was in our waiting salem odeh and salah salman and we drank tea in the reception tent and then we received the rooms were very beautiful rooms and was a very quiet sleep and in the morning breakfast and then the tour of the second day and was a very pleasant trip,rooms,hotel,positive,331,336
1764,"it's not supposed to be rated 4 stars breakfast repeater and the size of the rooms is somewhat appropriate, but the services are bad internet c in the rooms and sometimes even lack.",service,hotel,negative,116,123
1765,a wonderful center of the sultanahmet district through a wonderful experience in this beautiful hotel i highly recommend. where there is a beautiful view of the blue mosque and located near the most important landmarks of istanbul. a wonderful experience i will repeat it soon staff characterized by good treatment and intimacy.,staff,hotel,positive,277,282
1766,"a fully non-smoking hotel! exquisite customer service in all respects - front desk, housekeeping, restaurant.",service,hotel,positive,46,53
1767,"this hotel is more than wonderful and i recommend it especially to families and if i managed to return to istanbul, i would have stayed at the same hotel.",hotel,hotel,positive,5,10
1768,"i'm never going to go there again. this place is so hideous....the music is so loud and i wish i could cancel it. don't stay there. i hated my stay there. the crew didn't give us a helping hand at all, and the place is far from downtown.",crew,hotel,negative,159,163
1769,the price is not compatible with the place we stayed there for two nights in two rooms: the pros - the rooms are clean - the english breakfast is good - the location is acceptable,room,hotel,positive,81,85
1770,"hilton dream.. feel the taste and professionalism in everything you see or meet a truly honorable level of egyptian hotels.. there you will find really everything you wish for calm and comfort and high service from all employees.. i really felt that i was special.. and this was indeed the feeling of all the guests around me.. the employees are characterized by friendliness, respect and high quality in performance",employees,hotel,positive,219,228
1771,thank you to everyone who works inside the sand beach hotel and village hurghada the hotel is beautiful and the accommodation is great,hotel,hotel,positive,54,59
1772,"rooms need only minor maintenance.for the well-being of the room is good, you just need to have free accessories, more, a flat screen tv with a wide range of channels.",rooms,hotel,negative,0,5
1773,can you imagine a four-star hotel that only cleans the room twice a week? and you can't imagine how bad the receptionists are.,receptionists,hotel,negative,108,121
1774,the sweetest vacation you spent in morocco the sweetest thing in the hotel albisin feel yourself malaysia jamal a and views a,hotel,hotel,positive,69,74
1775,"the price is too expensive, and the elevators are too expensive.",elevator,hotel,negative,36,44
1777,hotel located in a quiet dark area that looks like a village very far from the center of prague and away from public transport,hotel,hotel,neutral,0,5
1778,"but the hallways and our room are in very bad condition, (in need of paint, new carpets, a new toilet base.. etc.,).",room,hotel,negative,25,29
1779,hotel..... at the top of the magnificent hotel is frankly sweet with integrated services and facilities and security services at a high level and crew at the highest level.. i wish them further progress.,crew,hotel,positive,146,150
1780,"the hotel is elegant and luxurious the hotel is great and arranged and quiet is suitable for the family has special parking for the hotel but its price is a little high location is quiet and the rooms are clean and tidy and room service were wonderful reception is flawed by the severity and committed, especially arabs of them as if they hate their work (arabic psychological) they wish to cancel your reservation this is my feeling and i may be wrong, but next time i will not address them and i will look for any non-arab",location,hotel,positive,169,177
1781,and they offer a very high service in all areas on the beach or swimming pools or water park and the wonderful lizzie river thank you,pool,hotel,positive,73,77
1782,the hotel is beautiful and the view is amazing.,hotel,hotel,positive,4,9
1783,very good hotel. the staff was excellent. i stayed one night doing everything was great. the rooms are well sized and well equipped. the pool and gym are great. a rather unfocused location of the road but convenient to dubai airport and a short distance downtown.,location,hotel,neutral,180,188
1785,rooms overlooking the swimming pools are excellent......disadvantages only after the main restaurant for the rooms,rooms,hotel,positive,0,5
1786,the hotel always manipulates the price after the advance payment and when leaving adds imaginary expenses so be careful and do not pay any expenses only after confirming them also breakfast subject i booked a suite with breakfast and paid for it and when leaving they asked me for breakfast value because the price did not include management and employees are dishonest and try to cheat and deception in any way,management,hotel,negative,331,341
1787,"the sink in the bathroom did not leak water well, and the smell of mosquito spray in the room was terrible. at these prices, i will not come back again.",room,hotel,neutral,20,24
1788,"safe and clean! we took the hotel from the airport even though our flight was delayed for more than an hour, and they were still waiting for us when we finally arrived. the facility itself is large, comfortable, and clean. they offer free wireless internet access (wireless) as well. overall, it was a good place to stay after a busy time exploring cairo. and cairo (safe) as well!",place,hotel,neutral,307,312
1789,"the hotel's only defect is far from the center at ten o'clock, no restaurants, no shops nearby, and the place is dreary at night.",restaurant,hotel,negative,66,76
1790,"and there was no time for empty, first clean rooms, night shows on the roman stage, drinks everywhere, and we're going back to this beautiful hotel.",rooms,hotel,positive,45,50
1791,it’s an absolute gem! eskala nubian is definitely eco-friendly! it’s the greatest secret in all of egypt – this place is a great restaurant and small hotel,restaurant,hotel,positive,129,139
1792,"address: excellent resort a wonderful hotel and the best management structure of the hotel collaborate and have the experience and ability to solve problems and inform the guest of what has been taken in this problem believe me in all hotels that i have not seen a wonderful animation team makes your day full of vitality and activity, whether on the house or throughout the hotel and they have a universal public chef who is fluent in the art of dealing with customers finally try yourself and you will learn the secrets of prima life makadi",hotel,hotel,positive,38,43
1793,"the hotel is bad, dirty and in need of a total renovation.",hotel,hotel,negative,4,9
1794,great hotel great hotel great staff with the highest level of literature and taste great diversity of food and quantities and treatment of all hotel personnel except receptionists understand much less than the hotel level if the receptionists are trained on how to deal with visitors and how to meet their requests as much as possible,hotel,hotel,positive,6,11
1795,"excellent hotel!!! we had a great vacation, a good hotel, friendly teams, a good entertainment team thank you all :)",hotel,hotel,neutral,10,15
1796,"dirty sheets, a room the size of a prison cell.",room,hotel,negative,16,20
1797,"the room we lived in had a window, the curtain wasn't dark, the bed was broken, the floor was better.",room,hotel,negative,4,8
1798,breakfast is varied everything is available at the bottom of the market and supermarket (generally the hotel is more than wonderful),hotel,hotel,positive,103,108
1799,great location close to night bazaar and affordable prices,location,hotel,positive,6,14
1800,"cairo the hotel is clean and beautiful, but the service is disgusting and the food is final.",food,hotel,negative,78,82
1801,a very good hotel through my experience this hotel i see that the hotel is hadi and clean and easy to reach with the excellence of service so what i visit dubai book in this hotel but there are some toilets such as water in the toilets without pressure as bathrooms are tight some things but this does not reduce the hotel's splendor.,rooms,hotel,neutral,260,265
1802,"the rooms are clean, spacious and spacious, and the reception hall and the hotel lobby are excellent. thanks again to all the staff for the good performance and reception.",reception,hotel,positive,52,61
1803,"the hotel's entrance's too weak, the food's refined daily, the dinner's too little, and the way it's progressed is bad and disorganized.",food,hotel,negative,37,41
1804,a sumptuous breakfast buffet.,buffet,hotel,positive,22,28
1805,"location, good staff and uninteresting rooms.",location,hotel,positive,0,8
1806,the best stay in a small hotel our two-day stay last week was fantastic. welcome with a friendly approach.,stay,hotel,positive,9,13
1807,it's a really great resort and worth visiting again. the show and entertainment team was special in their daily shows.,team,hotel,positive,80,84
1808,"clean towels, and when we were asking for management to complain, no one helped us, so i went to a tourist station to clarify the situation, i hope that if you go to hurghada, you never go to this bad resort, because you'll be spending money and you'll never get any satisfaction.",management,hotel,negative,42,52
1809,hotel hadi in terms of location and easy access is close to all services and the city is nearby and transportation is available,hotel,hotel,positive,0,5
1810,one drawback is the congestion at the elevators just before and after prayers on the sanctuary.,elevator,hotel,negative,38,46
1811,"luxurious ballrooms, distinctive and specialized restaurants, green spaces and beautifully coordinated gardens",restaurant,hotel,positive,49,59
1812,comfortable and very friendly staff except the room service worker was annoying and the swimming pools are clean and look great and the eating is beautiful and the location of the hotel is sweet and close to naama bay. i advise anyone who wants to enjoy sharm he is booking there... thank you,pool,hotel,positive,97,101
1813,nice and quiet place.,place,hotel,positive,15,20
1814,"the hotel is very clean and the spa is very wonderful and the breakfast is the most beautiful meal and all the staff have taste and enjoy the civility can spend the whole day inside it without the need to go out and the system of eating meals is excellent, but more attention must be paid to the swimming pool",meals,hotel,positive,237,242
1815,this hotel is hideous and you should avoid it. the photos were taken well but they are not real.,hotel,hotel,negative,5,10
1816,one of the most beautiful hotels in saudi arabia with a wonderful view of the sea and excellent service,sea,hotel,negative,78,81
1817,but breakfast was good. swimming pools are good.,pool,hotel,negative,33,37
1818,"the hotel is spacious and beautiful, accompanied by piano music every night. the hotel is located in a good place in hurghada directly on the sea, but the sands of the sea are full of gravel and must be improved... but it is a five-star hotel.",hotel,hotel,positive,4,9
1819,"they do not respect their guests every day. i woke up early to the noise in the next room where they were doing some maintenance and i suffered from it a lot so i hope you do not go to this hotel. but not everything in the place was bad. some things like the beach, the pool and the location were great and the hotel in the center of the city was close to everything.",hotel,hotel,positive,190,195
1820,the hotel was really bad. breakfast wasn't good enough.,hotel,hotel,negative,4,9
1821,the hotel is huge. the elevators are in stages. the hotel is excellent and needs better management. the hotel is very good.,elevator,hotel,positive,23,31
1822,"it seems as if the staff are not well trained to receive tourists, or that they do not like arabs.",staff,hotel,negative,19,24
1823,swimming pools are very good..... food above the good..... frankly the first dust of the hotel everything was tidy and good.....,pool,hotel,positive,9,13
1824,"it was really a great visit on every visit we stay at another hotel, but we will always choose holiday inn because of its excellent amenities and service. thank you to the receptionists shukri, mina and mahmoud",service,hotel,positive,146,153
1825,"staying is fine except for poor hygiene level and having stains on carpets and bedding and have bad smells as well as the smell of towels,",bedding,hotel,negative,79,86
1826,excellent service and great services i enjoyed a great stay here.,service,hotel,positive,10,17
1827,"order two, there's a lot of cockroaches in the room, third, room service is really bad, we've ordered coffee twice, and every time it's worse than the second.",room,hotel,negative,47,51
1828,"the treatment is bad, there's no air conditioning in the rooms, it's full of bugs and reptiles, the restaurant is full of leftovers, and the food is rotten and disgusting.",conditioning,hotel,negative,37,49
1829,"a very nice, very clean spanish hotel.",hotel,hotel,positive,32,37
1830,"the price is very high, the service is excellent, and the location is great. perfectly located near the most important inner city landmarks of vienna.",location,hotel,positive,58,66
1831,as well as the wonderful restaurant and the excellent quality of the warm reception and the overall appearance of the hotel is more than excellent,hotel,hotel,positive,118,123
1832,"it was a three-night reservation, but we had to cancel two nights' reservations because the hotel wasn't good, and we moved to the holiday inn.",hotel,hotel,negative,92,97
1833,excellent hotel.,hotel,hotel,positive,10,15
1834,"just as it has been during my last three visits – great i’ve come here three times since december, and the management is still excellent and the staff is working hard at your service – i mean it! temperatures range between 40c and the entertainment team offers excellent evening performances – followed by an evening at the lobby bar with bob and the staff. i know what british tour operators love – and this is the place to be.",management,hotel,positive,107,117
1835,a nice hotel in abu dhabi this hotel apartment is located in the city center where you can find everything close to you. i stayed with my family for one night in a one-bedroom apartment.,hotel,hotel,positive,7,12
1836,"the service was amazing, all the staff needed to be congratulated. the sunbathing terrace and others at eero fushi resort & spa in maldives have everything you need to relax.",staff,hotel,positive,33,38
1837,"excellent hotel, excellent offer 5 times at hotel sknej, last week of july over 5 years. the service is excellent, the location is excellent, and the whole team is always there to help the guests.",hotel,hotel,positive,10,15
1838,an integrated shopping center and a wonderful collection of restaurants and cafs varied taste and prices are very impressive,restaurant,hotel,positive,60,70
1839,excellent hotel in a very good location,location,hotel,positive,31,39
1840,the rooms were so full of noise that i couldn't sleep all night.,rooms,hotel,negative,4,9
1841,the location of the hotel is excellent and the services are excellent and the room with its contents is very good.,service,hotel,positive,47,54
1843,"this hotel’s superb exterior processing machine makes you have high hopes for it, but it’s just a front for indifference and low standards.",hotel,hotel,positive,5,10
1844,"great breakfast hello, they offer a special daily breakfast, but we ordered a good omelette and coffee that does not end with 10% of the cream. the service is fast and the food is good, and in general, everything is good. the locals recommend this place for breakfast and dinner. the decoration in the restaurant is family. free parking, enjoy, thank you",food,hotel,neutral,172,176
1845,"this is a budget hotel, not a budget hotel.",hotel,hotel,neutral,17,22
1846,"good location, good service and bad service rooms were good and the staff cooperated, but the bathroom was the worst i had seen so far.",staff,hotel,positive,68,73
1847,the worst vacation i visited hurghada more than 10 times in different hotels and villages was the worst hotel ever.,hotel,hotel,negative,70,75
1848,"it was refreshing and fresh. good atmosphere, good food choices and lots of options to enjoy the holidays. we had a great time at the wedding which was exceptional and extravagant.",food,hotel,neutral,51,55
1850,"service at the restaurant is extremely slow, and don’t forget to book a taxi ahead of time if you want to go anywhere.",service,hotel,negative,0,7
1851,"a good place at a good price this hotel was the best offer we found in our 4-week stay in different parts of egypt. yasir al-dheeb is a friendly collaborator and arranged for us good trips (blue hole, mount sinai) at very affordable prices, we did not have to discuss the prices for a long time. he also managed to bring cereals for breakfast at our request:) thank you!",place,hotel,neutral,7,12
1852,hotel worth staying - i loved the beach and scuba diving i stayed at the helnan hotel in october 2011. originally i came and bought a one-day ticket to do scuba diving.,hotel,hotel,positive,0,5
1853,experience any talk hard viewbeautiful and good of goa rooms hotel and rooms are simple and clean swimming pools are nice and beautiful,rooms,hotel,negative,55,60
1854,"the hotel is not worth five stars, not even four treatment of the arabs by the staff, the treatment of the lowest level of love, although tourism is not even food.",staff,hotel,negative,79,84
1855,"good hotel. very close to haram well, very comfortable accommodation in diyar royal! very close to haram.",hotel,hotel,neutral,5,10
1856,"i was happy with the experience before we got to cairo, we were worried the hotel was bad, but we were relieved when we got in, and we found everything clean.",hotel,hotel,positive,76,81
1857,and the food is excellent in all meals - it only lacks a refrigerator ice cubes in each round internal washing rope - excellent effort from all employees - thank you and i hope to return again.,food,hotel,positive,8,12
1858,they have different dinner types every evening but you can decide what to eat from the usual menu if you wish. the receptionists were friendly and eager to help.,receptionists,hotel,positive,115,128
1859,"the internet is bad and there's no air conditioning, in a good location.",internet,hotel,negative,4,12
1860,there were also a lot of dead cockroaches in the pool’s bathroom.,pool,hotel,negative,49,53
1861,"overall, an excellent hotel, offering a 5-star hotel service!",hotel,hotel,positive,22,27
1862,bad hotel by all standards in terms of cleanliness and ill-treatment when i arrived i was informed by the reception that the payment was not made and a copy of the receipt was delivered and waiting for more than an hour,treatment,hotel,negative,59,68
1864,"and the shower rooms are dirty, and the room smells bad, and the black mold on the shower units,",room,hotel,negative,15,19
1865,"all the rooms and their furniture are a game city. their meals are good, their events are excellent, the reception staff and the service is very high. most rooms have views of the game city. there are fast food restaurants next to the hotel.",staff,hotel,neutral,115,120
1866,one of the receptionists lied to me about parking and told me there was no parking at the hotel.,receptionists,hotel,negative,11,24
1867,"address: excellent resort a wonderful hotel and the best management structure of the hotel collaborate and have the experience and ability to solve problems and inform the guest of what has been taken in this problem believe me in all hotels that i have not seen a wonderful animation team makes your day full of vitality and activity, whether on the house or throughout the hotel and they have a universal public chef who is fluent in the art of dealing with customers finally try yourself and you will learn the secrets of prima life makadi",resort,hotel,positive,19,25
1868,"we enjoyed a great stay at the port said hotel - egypt for tourism, the location is great and the hotel is 5 stars and has the character of luxury that there is no match or competitor in port said",location,hotel,positive,72,80
1869,the front desk is on the seventh floor. take the old elevator.,elevator,hotel,negative,53,61
1870,simplicity is nicer. i stayed at the naomi liora hotel during my one-week business trip in singapore. it’s a simple yet beautiful and luxurious hotel. i liked the entrance very much – it’s warm and cozy.,hotel,hotel,positive,49,54
1871,located near barsha metro station on a beautiful small street. this hotel is ideally located for visitors to mall of the emirates and other locations in the area.,hotel,hotel,positive,68,73
1872,"the service is very good, the room is beautiful and the location is convenient and very good in taksim. 8/10 for me and i travel a lot.. and i know the life in the hotel.",service,hotel,positive,4,11
1873,i thoroughly enjoyed my stay. the room service staff was really effective and so were the other staff. they worked as professionals already.,stay,hotel,positive,24,28
1874,i will simply never repeat my visit to this hotel and the amount of money i paid is not equivalent to the service i received.,service,hotel,negative,106,113
1875,good service and excellent breakfast good service and excellent breakfast the hotel is located close to all means of transport and markets in the center of istanbul and the rooms overlooking the bosphorus have a distinctive view but a little narrow and do not forget to experience the turkish bath in the health club,service,hotel,neutral,5,12
1876,all rooms need to be completed and re-decorated and new beds. but breakfast at the next bar was excellent and first-class service.,room,hotel,neutral,4,8
1877,whether the location or even the level of the hotel and the level of dealing and services provided as well as its connection to the mall,location,hotel,positive,12,20
1878,the room is always arranged and very clean and spacious compared to the rest of the hotels in the same area very close to the blue mosque and hagia sophia and topkapi palace street lacks a lot of restaurants and metro station is a 10-minute walk,room,hotel,positive,4,8
1879,"sleep comfortably again i stayed at this hotel several times last year (about 15), for me the best thing is family. i always sleep a great night here.",stay,hotel,positive,26,30
1880,very good hotel the hotel is in a location close to the prophet's mosque and easily accessible from the airport! the reception was good and the staff were friendly,hotel,hotel,positive,10,15
1881,"later, they gave us a room with no windows.",room,hotel,negative,22,26
1882,"bad experience, and i won't repeat it, untrained staff, especially receptionists.",receptionists,hotel,negative,67,80
1883,"it's awfully cheap, but that's it, the room is dirty, the water in the bathroom doesn't dry, the terrace is dirty, and it's completely unused.",bathroom,hotel,negative,71,79
1884,from the nearest hotels to the prophet's mosque i stayed in this hotel twice and the hotel was wonderful and beautiful near the prophet's mosque and easy access,hotel,hotel,positive,17,22
1885,the rooms are a little small.,rooms,hotel,negative,4,9
1886,"terrible arrived late in the middle of the night. i got a bed in an untidy room, with many men who were already snoring in their sleep. men and women were sleeping in the same room.",room,hotel,negative,75,79
1887,i recommend staying at this hotel on a one-day business trip only.,hotel,hotel,neutral,28,33
1888,the hotel is located a bit away from any attractions that would be good only if you had a car. the free breakfast was good with lots of options.,hotel,hotel,negative,4,9
1889,"it is a beautiful hotel apartment for the family, as the rooms are very large, and the staff were very helpful. i will definitely stay here again, because my experience at this hotel from the time of arrival to departure was amazing.",rooms,hotel,positive,57,62
1890,"i always go and the family there is an excellent service, especially the internet is everywhere and this is what was comfortable for me to follow my work by monitoring work emails and i am with my family",internet,hotel,positive,73,81
1891,too bad it was the worst hotel service for egyptians too bad swimming pools are too old and not clean at all and have no water replenishment holes,hotel,hotel,negative,25,30
1892,"room service is kind of excellent, but not fast, of course, but the hotel is full.",hotel,hotel,negative,68,73
1893,the services were very bad.,service,hotel,negative,4,11
1894,the reception area always suffers from the accumulation of guests and the lack of professionalism of staff and their care to serve the guests as quickly as required,staff,hotel,negative,101,106
1895,and the staff at the hotel is very special and friendly and the level of service is high quality i recommend everyone who wants to enjoy a nice and quiet time to go to this hotel and i want to thank a / milad at the main restaurant for the good reception and welcome us,service,hotel,positive,73,80
1896,its prices are fine in the middle.,prices,hotel,neutral,4,10
1897,"it's the worst hotel i've ever lived in, ruined bathrooms, contaminated water, a broken crib, a broken phone, no internet.",hotel,hotel,negative,15,20
1899,"i regret that i chose this hotel as the worst hotel i have ever stayed in. the food has no variety, the type of food that you rarely find again unless it is rice or pasta. a long queue stands for something trivial.",hotel,hotel,negative,27,32
1900,the hotel services were distinguished from the time of arrival and reception and the hotel is wonderful in all aspects and its price is not excessive in exchange for the best services provided i advise you and accept god's obedience and do not forget us from the favor of prayer,hotel,hotel,positive,4,9
1902,the room is clean and nothing was stolen. the hotel offers a good breakfast buffet and the room is cleaned every day.,buffet,hotel,neutral,76,82
1903,"the hotel is walking at the price i myself is the most important thing clean place to sleep as long as i am single, but married people do not recommend this hotel remains a point of view and the hotel level 3 stars and thank you opportunity for me to comment and express opinion",hotel,hotel,neutral,4,9
1904,"great hotel, great potential this hotel is located in a quiet location away from the hustle and bustle of the capital,",hotel,hotel,positive,6,11
1905,"the room was excellent as were the staff and breakfast buffet. however, dinner at the restaurant was expensive and unsatisfactory.",staff,hotel,positive,35,40
1906,"this place was beautiful, the food was great and the service was excellent. the rooms were fresh and clean with floral changes every day, silk robes, free internet access and ipod boards (great for kids!). thanks to everyone at maison manabha.",rooms,hotel,positive,80,85
1907,"the hotel has recently been renovated so it is clean and has new furniture. although the hotel is not unique, i would advise you to consider it if you are travelling on a short business trip to riyadh.",hotel,hotel,neutral,4,9
1908,"the best thing about aqua and swimming pools, restaurants don't have a variety, non-alcoholic drinks are completely neglected.",restaurant,hotel,negative,46,56
1909,"excellent location, but the hotel is expensive i move to moscow and before i get my own apartment, i stayed in both marriott aurora and marriott grand. i preferred aurora because of its central location and i preferred grand because of the rooms. depending on the importance of both to you, you can’t go wrong.",hotel,hotel,negative,28,33
1910,"overall, it's a very nice hotel with a great location on the sea, with a wide beach.",hotel,hotel,positive,26,31
1911,bad service and cleanliness 10/1 and the problem of adapting the hotel's decor is really sweet and comfortable..but the service is poor and the staff is really lacking in training..and some of them are asian nationalities rude in dealing and what is the benefit of landing in the grocery store mb hotel 5 stars.and cleanliness 10/1. even reception staff lack training..the first day i received room s10 alma because i had to change rooms for air conditioning.,service,hotel,negative,4,11
1912,wonderful resort... and new!,resort,hotel,positive,10,16
1913,"the service sucks, and the food is so shitty and acidic.",service,hotel,negative,4,11
1914,"the hotel is fine, but don’t trust the staff, they are not honest and are trying to prey on the traveler.",staff,hotel,negative,39,44
1915,luxury – with a dark side i stayed here for two days and found the rooms comfortable and ultra-modern with a glass wall bathroom and comfortable beds.,rooms,hotel,positive,67,72
1916,"nice hotel and team animation one family service in the hotel is reasonable, and the full number of rooms in the period of the best needs that exist here, the team called animation and in two young people named karim and assam of the team that they work more than shaw hill, whether on the swimming pool or at night in sufficient show animation contributed to the fact that people in a hotel all know each other and feel that it is a family unit",room,hotel,neutral,100,104
1917,"the hotel is very remote, but the sea life there is great. it is not the right hotel for the family, most of the guests are elderly, and they come for peace and quiet. however, the children's club is acceptable and nighttime offers are pleasant. i would recommend this hotel for serious couples and divers but not for families. the food is clean, but its variety is limited.",hotel,hotel,negative,4,9
1918,"where i noticed there was a shortage of staff, we spent half an hour waiting for our turn at the reception, and there was only one receptionist.",staff,hotel,negative,40,45
1919,"rooms are very basic. only a few rooms have ensuites. and the rooms don't have much, just two double beds and a small chair.",rooms,hotel,negative,0,5
1920,"but other than that, i'm not so sure... yes, the room i stayed in (no. 205) was very spacious, but there was nothing in between it and the pictures: the interior was old (like the one in the '80s movies) and the smell was smelly (very unpleasant),",room,hotel,positive,49,53
1921,the location is very bad. the area is non-tourist and you don’t feel safe to go out after dark. the hotel is very far from transportation and trams. it’s as if you live in one of mumbai’s squatter areas.,location,hotel,negative,4,12
1922,great vacation we spent a wonderful vacation in hilton pyramidsgolf resort the views are wonderful and comfortable to the nerves and the hotel is quiet and beautiful the rooms are beautiful and eating is more than excellent,hotel,hotel,positive,137,142
1923,the most beautiful hotel in yanbu is a beautiful hotel in a great location right on the sea.,sea,hotel,positive,88,91
1924,this hotel is good for a one-night stay if you're travelling through the nearby airport.,hotel,hotel,positive,5,10
1925,"an unsafe place i spent seven days on a family vacation here and although the rooms were good, the rooms were dirty, the glass could barely see through it, and the worst of it was that we lost an expensive camera and some other things, and the administration didn’t pay much attention and the police failed to find out who did it even though it was clear that the only people able to get in were the room servicers.",rooms,hotel,negative,78,83
1926,"the best option is snacks at the bar in the form of a nice pizza, chips, pancakes, etc. the animation team is great! there is a lot of activity in the day and a lot of cheerful animation in the evening. i highly recommend this hotel!",team,hotel,positive,102,106
1927,"highly recommended we are two girls traveling all over africa, and we found this the best hotel ever!",hotel,hotel,positive,90,95
1928,"great location and view at affordable prices i stayed here for 5 nights with my husband and two children (ages 11 and 12). choose this hotel as they offer a large, comfortable bed suitable for a family of four. i ordered a loft and a double bed and the orders were met. everything you need to travel is close to the railway mass transit area, shopping malls, food stalls and public markets.",prices,hotel,positive,38,44
1929,congratulated by the hotel salary and staff respectable and the location of the hotel good and good food and sweets distinctive and prices are appropriate mr. walid kandil respectable and indeed constitutes an important addition to the hotel and deserves a lot of thanks and necessary to reach the highest ranks and also employee marina respectable and predict her a higher position and also changes the idea positively towards egypt in general,prices,hotel,positive,132,138
1930,"a good hotel to stay with family i stayed with my family in liwa heights for two days last week, and got a special price through the site.",hotel,hotel,neutral,7,12
1931,i liked my stay at the huda ambassadors hotel.,stay,hotel,positive,11,15
1932,from hotels very excellent in hurghada very distinctive hotel in terms of green spaces swimming pools and water club the beach is very large and clean security theater east and west restaurant as well as the chinese restaurant are all excellent very tourist village very beautiful and i advise everyone to enjoy it,hotel,hotel,positive,5,10
1933,"* great view, service, clean and average rooms",rooms,hotel,neutral,41,46
1934,"comfortable marriott hotel sharm el sheikh is considered one of the top ten hotels in sharm el sheikh for several reasons 1.great swimming pool for water waterfall on the pool 2.there are not many stairs in the sea and all rooms overlook the sea, especially the second floor 4.the basement overlooks the pool 5.diversity in restaurants 6.nama bey promenade",hotel,hotel,positive,21,26
1935,wifi and no free parking. other hotels in clock tower have free parking and internet access.,wifi,hotel,negative,0,4
1936,"i think this hotel is a great place to stay, especially since the rooms are very cheap.",rooms,hotel,positive,66,71
1937,as well as the lively restaurant and the very good food.,restaurant,hotel,positive,22,32
1938,"the rooms are nice, well-equipped, and only negative were the presence of mold in the bathroom.",bathroom,hotel,negative,86,94
1940,a great place to stay with decent sized practical rooms and comfortable communal areas with book exchanges as well as a short distance from the seaside. its prices are excellent and its staff are friendly and welcoming.,rooms,hotel,positive,50,55
1941,"wrong idea to go to one of the worst hotels i've ever done, everything from the level of service to eating and drinking to the extreme congestion inside the hotel.",hotel,hotel,negative,37,42
1942,on the wrong side of the mosque these are not the standards i was expecting from a hotel like ramada. i had an average level. my room was not ready and they gave me another room.,room,hotel,negative,129,133
1943,the location of the hotel is ideal and close to all public connectors and is located near istanbul university.,location,hotel,positive,4,12
1944,"and because it is in the area of kolaba, which has islamic restaurants and many arabs, as well as located near the sea",restaurant,hotel,positive,59,69
1945,"i do not recommend this hotel to any traveler, the rooms are very bad, the service is terrible, the cleanliness is very bad,",cleanliness,hotel,negative,100,111
1946,2- great reception and great treatment from the hotel staff,treatment,hotel,positive,29,38
1947,"the curtains were torn, the elevator didn't work (watch out, the hotel is on the sixth floor!), and so on, and so on, and so on.",elevator,hotel,negative,28,36
