id,text,aspect,category,polarity,from,to
842,"Very comfortable , just make sure to order up a full size !",implicit,Shoes#Quality,positive,-1,-1
843,Leather will conform to her foot in no time !,Leather,Shoes#Quality,positive,0,7
844,"With three strikes , I had to return them .",them,Shoes#General,negative,37,41
845,The heel is just right .,heel,Shoes#General,neutral,4,8
846,They are comfortable and flexible as well as stylish .,They,Shoes#Quality,positive,0,4
847,Shoes fit so loose they sound like flip flops when I walked in them.The left shoe did n't cover my little toe comfortably.Normally I can walk out of the store with Lifestride shoes on .,left,Shoes#Quality,negative,72,76
848,The opening on these tights is well finished and stretches nicely for transition to pointe or other dance .,tights,Bottom#General,positive,21,27
849,"Very comfortable and easy to wear shoes , just the right size .",size,Shoes#Size,positive,57,61
850,The quality of the shirt is n't what i expected and do n't really know how well it will hold up after a few washes .,quality,Top#Quality,negative,4,11
851,They are perfect for me to wear to church .,They,Shoes#General,positive,0,4
852,Acceptable as a casual shoe worn with skirts or dresses .,shoe,Shoes#General,neutral,23,27
853,These fit just fine and served my costume well .,implicit,Clothing#Size,positive,-1,-1
854,"But when i wore them to a one hour tango class , followed by a milonga ( dance party ) i had to take the shoes off because the heel cup rubbed the side of my ankle horribly .",heel,Shoes#Quality,negative,127,131
855,I am 5 ' and found these tights to be a bit long .,tights,Bottom#Size,negative,25,31
856,Perfect not only for dancing but just a night out,implicit,Clothing#General,positive,-1,-1
857,I looked at dozens and liked this one immediately.I think she will be very pleased .,this,Clothing#General,positive,29,33
858,"I still think they 're nice shoes but a bit fake looking ,",shoes,Shoes#Looking,negative,28,33
859,The inside is REALLY comfortable ( if they fit ) .,inside,Shoes#Quality,positive,4,10
860,Order size up,implicit,Clothing#Size,neutral,-1,-1
861,I had ordered a pair for Mothers Day and it 's exactly what I was looking for .,implicit,Shoes#General,positive,-1,-1
862,This is a very comfortable shoe - I wear it all the time - perfect heel height - you can wear it all day long - I will probably get more in different colors .,heel,Shoes#General,positive,67,71
863,SUPER SMALL AND I GOT AN XL .,implicit,Clothing#Size,negative,-1,-1
864,Would order again in a different color .,implicit,Shoes#General,positive,-1,-1
865,I have similar ones which I bought in the late 1980 's which have never pilled at all .,similar,Clothing#Quality,positive,7,14
866,I bought these tights for Halloween and they were perfect for my I love Lucy/housewife costume .,they,Bottom#General,positive,40,44
867,I bought these tights for my beginning ballet class and they have been great .,they,Bottom#General,positive,56,60
868,I have found that Capezio products tend to run a little small .,Capezio,Clothing#Size,neutral,18,25
869,"These are the PERFECT color ( very natural looking for me ) , very durable , and nice and warm !",color,Clothing#Looking,positive,22,27
870,I got a new muffin top from this .,implicit,Clothing#General,negative,-1,-1
871,"Even so , a good choice for a reasonably priced character shoe .",shoe,Shoes#Prices,positive,58,62
872,Very cute but needs to be stretched for one foot ... ... .,implicit,Shoes#Size,negative,-1,-1
873,"They felt a little tight , so I went with the next size .",They,Shoes#Size,negative,0,4
874,They were not true to size .,size,Shoes#Size,negative,22,26
875,"this is really really ballet pink , might go with a more adult toned down pink next ime",implicit,Clothing#General,neutral,-1,-1
876,Very comfortable tights but a little tight at the waist line .,waist,Bottom#Size,negative,50,55
877,"A little pricey , but worth it .",implicit,Bottom#Prices,negative,-1,-1
878,"I 'd ordered the Capezio Women 's Hold & Stretch Transition Tight , Light Suntan , Large few months ago which is way too small .",Capezio,Bottom#Size,negative,17,24
879,"love them , dancing all the time .",them,Clothing#General,positive,5,9
880,They looked so comfortable so I ordered extra wide and they fit horribly .,They,Shoes#Quality,positive,0,4
881,Excellent warm hoodie - great for winter .,hoodie,Top#General,positive,15,21
882,I like the style and color .,style,Shoes#Looking,positive,11,16
883,I 'm 5 ' 8 and bought a S/M.I thought it wouldn't fit over my thighs but it did and went all the way up the the waist.It was a bit snug around the waist but that can be solved with a bit of a diet .,thighs,Bottom#Quality,positive,62,68
884,Very pretty but not if I can not wear them .,them,Bottom#Looking,positive,38,42
885,I have had ladies ask me where I got them because they look for comfortable while being attractive .,they,Shoes#Quality,positive,50,54
886,Excellent fit and size .,implicit,Clothing#Size,positive,-1,-1
887,I bought them again .,them,Clothing#General,positive,9,13
888,"As for their purpose , I had no problems dancing in them : they were smooth enough to let me spin without issue and gave me traction so I was n't spinning out of control .",them,Shoes#General,positive,52,56
889,"Not see through , I like it .",implicit,Clothing#General,positive,-1,-1
890,"Fit just slightly small though , but still kept them .",implicit,Clothing#Size,negative,-1,-1
891,This is the best sweatshirt I have ever had .,sweatshirt,Top#General,positive,17,27
892,You have to have little to no arch or instep for these to fit .,implicit,Shoes#Size,negative,-1,-1
893,Color was a bit darker than expected so I returned and got the next lighter shade .,Color,Bottom#Looking,negative,0,5
894,"The tights are of good quality , but the waistband is very diggy , and cuts you off in the middle .",waistband,Bottom#Size,negative,41,50
895,I 'm going back to the site and order a few more colors .,implicit,Shoes#General,positive,-1,-1
896,"I can wear them now if not doing a lot of walking , but they are lather and will stretch a little , so I 'm happy with them .",them,Shoes#General,positive,11,15
897,The ties always come undone .,ties,Shoes#General,negative,4,8
898,These will probably become favorites but to start I think these just need a bit of time to stretch out .,implicit,Clothing#General,positive,-1,-1
899,Not leather .,implicit,Shoes#Quality,negative,-1,-1
900,I was so excited to see that they came in half sizes - somewhat of a rarity in character shoes .,they,Shoes#General,positive,29,33
901,"The shoe is all man-made materials and not the quality of expensive shoes but pretty darned good for $ 29.00.Quite frankly , I 'm delighted with my very first online shoe shopping experience ! ..I ordered another pair in another colour and they were wayyyyyy too wide .",shoe,Shoes#General,positive,4,8
902,Still wearing and enjoying the sandals tho ; they are nice with colorful summer clothing .,sandals,Shoes#General,positive,31,38
903,They were great .,They,Bottom#General,positive,0,4
904,"I take a lot of ballet classes , and these are soft and just the right thickness to be warm and supportive .",implicit,Bottom#Quality,positive,-1,-1
905,I tend to get them in several colors at the same time because they fit so well and last well .,they,Shoes#Size,positive,62,66
906,"The fit is comfortable and snug but not too tight and no pain when wearing them , painless , stylish , arrived on time , and these can be worn for dance , casual , or formal , anything really , not too thick and bulky , not to thin and flimsy , perfect fit , they 're good shoes , I would recommend .",implicit,Shoes#Size,positive,-1,-1
907,Well made .,implicit,Shoes#Quality,positive,-1,-1
908,"These tights lasted well , very shiney .",tights,Bottom#Looking,positive,6,12
909,Love these and they fit my skinny body perfectly .,implicit,Clothing#General,positive,-1,-1
910,Just what was need .,implicit,Clothing#General,positive,-1,-1
911,I 'm HAPPY !,implicit,Bottom#General,positive,-1,-1
912,I gave 2 stars because the overnight shipping was so reasonable .,overnight,Service#General,positive,27,36
913,"Shoes are comfortable and sturdy , great for walking .",Shoes,Shoes#Quality,positive,0,5
914,I am sad because I love these very much and I had great luck last year I hope Amazon and google can help,implicit,Shoes#General,positive,-1,-1
915,The black shoes have a soft bed from a fabric that feels almost like fleece and my feet sweat quickly in it.BALANCE : One issue that I have with all four pairs of Capezio shoes that I ordered ( will return 3 ) is that the heel seems to be at a slightly different angle than the front part of the shoe .,heel,Shoes#Looking,negative,222,226
916,perfect fit and they were a match to the color I selected,implicit,Clothing#Size,positive,-1,-1
917,"Great material , washes well , and lasts a really long time ... it 's very much so worth the cost .",implicit,Clothing#Prices,positive,-1,-1
918,Classic and comfortable in a rich dark blue .,implicit,Clothing#Quality,positive,-1,-1
919,Sent them back and did not reorder .,them,Shoes#General,negative,5,9
920,Fit well,implicit,Clothing#Size,positive,-1,-1
921,You definitely get your money 's worth they 're very thick and nice and they last many years .,they,Bottom#Prices,positive,39,43
922,The ultra soft have no shean to them so they can have the look of a natural leg .,they,Bottom#Looking,positive,40,44
923,Exactly what we needed !,implicit,Clothing#General,positive,-1,-1
924,It is quite comfortable and fills my need for a navy sandal .,sandal,Shoes#Quality,positive,53,59
925,I ordered my usual size and could n't even get my foot into the shoe .,shoe,Shoes#Size,negative,64,68
926,"It is nice and dainty and I love that it actually has marks for all 12 numbers , whereas most smaller dress watches do not .",implicit,Clothing#General,positive,-1,-1
927,They are in fact narrower than multiple other brands that are simply W. Unable to wear -,implicit,Clothing#General,negative,-1,-1
928,Both toes ran in the same spot the first time I wore them .,them,Bottom#Size,negative,53,57
929,"The right one was a bit loose , so I had the shoemaker shorten the elastic and it fits fine now .",right,Shoes#Size,negative,4,9
930,They are so soft .,They,Clothing#Quality,positive,0,4
931,Other than that the shirt appears to be of good quality .,quality,Top#pair,positive,48,55
932,"Nothing much to say other then it fits great & looks great , I added my own tips felt the current one was a bit small and did n't protect boot tip from being scratched .",current,Shoes#Size,negative,90,97
933,Love these shoes !,shoes,Shoes#General,positive,11,16
934,"Perfect fit , wore them to a class tonight - heel size is perfect , very comfortable , great quality , great dance shoes .",dance,Shoes#General,positive,109,114
935,Perfect for light dancing and character movement .,implicit,Shoes#General,positive,-1,-1
936,This shoe is really pretty when it is on your foot .,shoe,Shoes#General,positive,5,9
937,Fits as expected and look nice,implicit,Clothing#Size,positive,-1,-1
938,"Nothing much to say other then it fits great & looks great , I added my own tips felt the current one was a bit small and did n't protect boot tip from being scratched .",current,Shoes#Quality,negative,90,97
939,Has to give to my daughter because it was too small,implicit,Clothing#Size,negative,-1,-1
940,"I 've purchased these shoes twice so far - for a lindy hopper , these ca n't be beat .",shoes,Shoes#Quality,positive,22,27
941,I had to return these .,implicit,Shoes#General,negative,-1,-1
942,"They are very soft , typical LifeStride .",They,Shoes#Quality,positive,0,4
943,A great price and very good quality . extremely soft .,implicit,Top#Quality,positive,-1,-1
944,She finds this style of shoe so comfortable that she asked me to get her the same shoe in red and beige .,style,Shoes#Looking,positive,15,20
945,"These sandals are nice , the fit is good .",implicit,Shoes#Size,positive,-1,-1
946,"They easily stretched wide enough , but not long enough .",They,Bottom#Quality,positive,0,4
947,"On the whole , I would definitely recommend these if you are looking for a nice pair of cheap character shoes .",implicit,Shoes#General,positive,-1,-1
948,I have had the same 3 shirts for 3 years now .,shirts,Top#General,positive,22,28
949,I love a good shiny hose that covers any imperfection in the leg .,hose,Bottom#Looking,positive,20,24
950,"Not the fanciest of shoes , but is exactly what I wanted !",implicit,Shoes#General,positive,-1,-1
951,"I was disappointed when I got this shoe because it looked like it would be comfortable , but it was too narrow to wear comfortably for any amount of time so I gave them to someone whose feet are narrower and they love them .",them,Shoes#General,positive,164,168
952,"Liked them , but returned them because of fit .",them,Shoes#Size,negative,6,10
953,Very feminine .,implicit,Clothing#Looking,positive,-1,-1
954,"The material and the exact fix , and I would recommend this product to all my friends , and will continue to buy this brand .",brand,Clothing#Brand,positive,118,123
955,"I like it , however , the slingback is a little loose , but the rest of the fit feels very well .",slingback,Shoes#Size,negative,26,35
956,Wrong color sent and fit tight,implicit,Clothing#Size,negative,-1,-1
957,Just perfect,implicit,Shoes#General,positive,-1,-1
958,great for dancing !,implicit,Clothing#General,positive,-1,-1
959,So of course I will return them .,them,Shoes#General,negative,27,31
960,"Very comfortable tights , great for costumes , hides all veins bruises and other imperfections .",tights,Bottom#General,positive,17,23
961,There is some compression so it 's a nice supportive feel and slenderizing .,implicit,Bottom#General,positive,-1,-1
962,Very nice my daughter loves these and they are lasting a long time .,they,Clothing#Quality,positive,38,42
963,Runs true to size I ordered up to have a comfy fit .,size,Clothing#Size,positive,13,17
964,I was looking for something to replace my pantyhose because no matter what brand I buy I manage to have a run by the end of the day .,pantyhose,Bottom#General,negative,42,51
965,"These were for a costume and I thought they were really nice - great quality and they looked great , nice and smoothing with a pretty shine .",they,Clothing#Quality,positive,39,43
966,"I was somewhat upset , but the shoes are well made , just not sized correctly .",shoes,Shoes#Size,negative,31,36
967,I love this style but other brands do not always fit right .,style,Shoes#Looking,positive,12,17
968,Did not hurt their feet !,implicit,Shoes#Quality,positive,-1,-1
969,"Not the best quality leather , but they are pretty well made , so they will last through a dance season if you are taking a class , and probably much longer depending on use.The Size Question amazon asked stated too small as the only option that made sense , but the aren't really too small - you just have to know that dance shoes are always at least a size smaller than street shoes - sometimes even two sizes .",they,Shoes#Quality,positive,35,39
970,"It fits MUCH better than I expected and since it 's a polyester blend , it wo n't shrink .",implicit,Top#Size,positive,-1,-1
971,I have two other sandals in different colors and they are the most comfortable sandal I have ever bought .,sandal,Shoes#Quality,positive,17,23
972,Color is quite a bit brighter than pictured- I like the real color better than the one in the picture .,color,Top#Looking,positive,0,5
973,"It fits on my calves , but not really in my thighs and butt .",implicit,Bottom#Size,positive,-1,-1
974,"I have a pair that lasted through six years of classes and four recitals , they 're still wearable .",they,Bottom#General,positive,75,79
975,walking in them-but they were fine for a few hours .,they,Shoes#Quality,positive,20,24
976,My only complaint is they are SUCH a pain to get buckled .,they,Shoes#Looking,negative,21,25
977,"These are the most comfortable shoes I 've ever worn , and they 're stylish .",they,Shoes#Looking,positive,59,63
978,Too long and not wide enough for my feet ( 10.5 EEE ) .,implicit,Shoes#Size,negative,-1,-1
979,They even survived spattered oil stains from a Thanksgiving kitchen mishap - washed right out .,They,Clothing#General,positive,0,4
980,"I do n't even do ballet anymore , I just love these tights .",tights,Bottom#General,positive,52,58
981,Always loved Danskin products since I was little .,Danskin,Bottom#General,positive,13,20
982,"The only issue I have with them is the hole in the foot of the tights is too small ( I pull the tights up to my knees for modern and when I 'm on flat in ballet ) , but this is easily remedied by by pulling until they stretch all the way out and putting clear nail polish on any tear that 's made .",tights,Clothing#General,negative,63,69
983,It 's good to wear and be able to slip into cute shoes after .,implicit,Bottom#General,positive,-1,-1
984,Perfect for what I needed them for .,them,Bottom#General,positive,26,30
985,The fit was tight when they arrived .,implicit,Shoes#Size,negative,-1,-1
986,The color is terrible .,color,Bottom#Looking,negative,4,9
987,I am so pleased with this purchase .,implicit,Top#General,positive,-1,-1
988,"The tights are VERY good - they 're comfortable , and fit well .",tights,Bottom#General,positive,4,10
989,I would buy it again .,implicit,Shoes#General,positive,-1,-1
990,Do n't waste your money ! !,implicit,Shoes#General,negative,-1,-1
991,"But any formal event , it would be a must !",implicit,Bottom#General,positive,-1,-1
992,"I like these , the fit is perfect for me , I 'm 5 ' 8 at 175 lbs , I ordered a large .",implicit,Top#General,positive,-1,-1
993,I was pleasantly surprised - they are nice - good for concealing bunions .,they,Shoes#General,positive,29,33
994,There were no rubber on the heels !,heels,Shoes#Looking,negative,28,33
995,The extra links simply snap in or out .,extra,Clothing#Looking,positive,4,9
996,Very comfortable and a little dressy but can be worn with either slacks or a skirt and look appropriate .,implicit,Shoes#Quality,positive,-1,-1
997,I like these very much but they are just a tiny bit too small .,they,Bottom#General,positive,27,31
998,I love that these tights are durable and can go in the dryer !,tights,Bottom#General,positive,18,24
999,Not too high of a heel .,heel,Shoes#Looking,positive,18,22
1000,The toe area is a little narrow so I am glad I chose the larger size .,toe,Shoes#Size,negative,4,7
1001,confort,implicit,Clothing#General,positive,-1,-1
1002,This time they were very narrow .,they,Shoes#Size,positive,10,14
1003,My son-in-law wanted these boots and absolutely loves them !,boots,Shoes#General,positive,27,32
1004,I love the look and feel of this top .,look,Top#Looking,positive,11,15
1005,Very soft too ... . Color does not matter for me ... . Great price also ... .,Color,Clothing#Looking,negative,20,25
1006,They run true to size and are comfy and well-made .,They,Shoes#Quality,positive,0,4
1007,Nice and strong material and wo n't run easy .,material,Bottom#Quality,positive,16,24
1008,I feel like they will last for a long time .,they,Bottom#Quality,positive,12,16
1009,"I like these for so many uses , from church to grocery store trips .",implicit,Shoes#General,positive,-1,-1
1010,"I wear these under lightweight jersey white pants , like detachable , washable lining .",implicit,Bottom#General,positive,-1,-1
1011,And the size C has me pulling them up frequently .,them,Bottom#Size,negative,30,34
1012,I like these very much but they are just a tiny bit too small .,they,Bottom#Size,negative,27,31
1013,Ran small and have a small hole in the foot for dancing .,hole,Clothing#Size,negative,27,31
1014,"Very nice fitting and durable and they really light up your legs.Not very practical for everyday wear but if you really want to show off your legs , these are just the ticket .",they,Bottom#Quality,positive,34,38
1015,"It 's ok tho ... . Now I know , and I will just have to buy more !",implicit,Bottom#General,positive,-1,-1
1016,"Awesome very comfy bottom of feet , sturdy",implicit,Shoes#General,positive,-1,-1
1017,There is no padding or arch support .,implicit,Shoes#Looking,negative,-1,-1
1018,"I have n't had an occasion to wear these yet , but I do plan to make them my go-to dress shoes .",shoes,Shoes#General,positive,89,94
1019,They fit great and the shine makes them perfect for performing : ),them,Clothing#Looking,positive,35,39
1020,They are nice and exactly what I expected .,They,Clothing#General,positive,0,4
1021,Pinched my little toes .,implicit,Shoes#Size,negative,-1,-1
1022,"Soft , thick and rugged .",implicit,Clothing#Quality,positive,-1,-1
1023,"I ordered the dark grey sweatshirt , and when it came to me , I got the light grey one .",implicit,Service#General,negative,-1,-1
1024,I knew before I even tried it on that it would not fit .,implicit,Shoes#Size,negative,-1,-1
1025,"I have n't worn it with my party dresses , it looks too heavy and obvious .",implicit,Bottom#Looking,negative,-1,-1
1026,"It 's dressy , but casual enough for every day summer wear , and it 's comfortable for walking around every day .",implicit,Shoes#Quality,positive,-1,-1
1027,"Great fit , great boot , at a great price",price,Shoes#Prices,positive,36,41
1028,"I even wear with work clothes sometimes , they are that comfortable !",they,Shoes#Quality,positive,42,46
1029,These tights fit perfectly for me at a size 18 .,tights,Bottom#Size,positive,6,12
1030,"I rated this product as somewhat small because that 's how I 'd describe the fit on me , but I would have never thought I needed a L/XL without first checking the size chart on Capezio 's website .",product,Clothing#Size,negative,13,20
1031,Avoid.Port Authority Women 's Silk Touch Polo run w-a-y big .,Silk,Top#Size,negative,30,34
1032,I like the appearance of the shoes very much - think they look very attractive .,appearance,Shoes#Looking,positive,11,21
1033,"They do n't run , rip or snag if you handle them properly .",They,Bottom#Quality,positive,0,4
1034,"They are a great color , fit my size 10 perfectly , do n't rub and are comfortable enough to wear all day .",They,Shoes#Size,positive,0,4
1035,The tights are comfortable and look good .,tights,Bottom#Quality,positive,4,10
1036,Mom was extremely happy with the shoes and it was a perfect fit for her .,shoes,Shoes#General,positive,33,38
1037,"Go down at least one or two sizes.These also are not at all as described - they are not silk touch pique but are a very rough cut material.Even worse , they are almost paper thin.Beware - you will end up paying the full amount to return ship anything defective or wrong description , etc ... to Nayked Apparel.The only beneficiary when you purchase this shirt is Port Authority and either UPS or USPS .",shirt,Top#General,negative,354,359
1038,"Comfortable and fit well , but the inner fabric peeled up within a few weeks .",implicit,Clothing#Size,positive,-1,-1
1039,"Competitive price , durable item .",item,Clothing#Quality,positive,28,32
1040,She was very happy with the fit .,implicit,Shoes#Size,positive,-1,-1
1041,"The only real drawback is ( like all other dance shoes ) , they do run significantly small .",they,Shoes#Size,negative,59,63
1042,The boots look nice ( a little artificial though . ),boots,Shoes#Looking,negative,4,9
1043,I have to return them but I 'll keep trying .,them,Shoes#General,positive,17,21
1044,Fit great and my daughter loves it .,implicit,Clothing#Size,positive,-1,-1
1045,Would purchase again .,implicit,Shoes#General,positive,-1,-1
1046,I have used Danskin dancing tights and after 6 or so uses they just now have a run in them But these tights I have n't had the chance to wear them once .,tights,Bottom#General,negative,28,34
1047,Even after wearing it all day my feet are feeling great .,implicit,Shoes#Quality,positive,-1,-1
1048,"The L/XL fits my 5 ' 2 150 pounds perfectly but if you are taller and weigh more , these will not fit .",implicit,Clothing#General,positive,-1,-1
1049,"These are the most comfortable shoes I 've ever worn , and they 're stylish .",shoes,Shoes#Quality,positive,31,36
1050,Love these .,implicit,Clothing#General,positive,-1,-1
1051,"Very good fit , excellent material .",material,Shoes#Quality,positive,26,34
1052,"I love these shoes and have them in blue , white and black .",shoes,Shoes#General,positive,13,18
1053,These are well made shoes and a great value for the price .,price,Shoes#Prices,positive,52,57
1054,It is true to size and comfortable .,implicit,Clothing#pair,positive,-1,-1
1055,"Seems as if Lifestride just reinvented the colors with new names.Since I returned them , I was disappointed that the seller did not provide a pre-paid return label .",seller,Service#General,negative,117,123
1056,Great tights for ballerinas .,tights,Bottom#General,positive,6,12
1057,I ordered an XXL because I don't like super tight tights .,tights,Bottom#Size,negative,50,56
1058,I ordered my normal size and the fit was perfect .,implicit,Shoes#Size,positive,-1,-1
1059,"But they do hold up on they 're own pretty well once they are worn in a couple hours , that is of course if you plan to wear them 8 or more hours a day .",they,Top#Looking,positive,4,8
1060,These shoes are very comfortable and look great !,shoes,Shoes#Quality,positive,6,11
1061,This shoe fits well and is quite comfortable purchased 2 pair and am quite satisfied and will purchase this brand again in the future .,shoe,Shoes#Quality,positive,5,9
1062,I purchased these shoes to take on a trip but they are too big and I will unfortunately be returning them .,they,Shoes#Size,negative,46,50
1063,"I was skeptical because of the width , but they are just right .",they,Shoes#Size,neutral,43,47
1064,Great ballet pink color .,color,Clothing#Looking,positive,18,23
1065,"I have other pairs just like these sandals made by Naturalizer and absolutely loved them , they were called Mai Tai but they no longer make them .",them,Shoes#General,positive,84,88
1066,"I bought them for a Wonder Woman costume , and they are perfect .",they,Bottom#General,positive,47,51
1067,Comfortable,implicit,Clothing#General,positive,-1,-1
1068,Complete waste of money .,implicit,Bottom#General,negative,-1,-1
1069,they are just as expected the price here is a lot cheaper then the dance store locally I will buy these again,implicit,Clothing#General,positive,-1,-1
1070,Very unhappy !,implicit,Shoes#General,negative,-1,-1
1071,They are one of the most comfortable shoes I 've ever bought and I love them for both casual and work use .,They,Shoes#Quality,positive,0,4
1072,These tights fit exactly as expected and they feel great .,they,Bottom#Quality,positive,41,45
1073,"wore them with a leotard and pink wig at a drag party , loved the attention that I got , they felt so good wearing , but my wife wo n't let me wear again til next year , cant wait , very durable",they,Clothing#Quality,positive,89,93
1074,"Beautifully simple , and after wearing them outside a couple times , I have n't noticed any slippage .",them,Shoes#Looking,positive,39,43
1075,Love these always buy them and will never stop,implicit,Clothing#General,positive,-1,-1
1076,I have had ladies ask me where I got them because they look for comfortable while being attractive .,they,Shoes#Looking,positive,50,54
1077,No runs yet and have been worn many times already.Great deal .,implicit,Bottom#General,positive,-1,-1
1078,They have good padding .,padding,Shoes#Looking,positive,15,22
1079,The size 5x I received fits like a 3X .,size,Clothing#Size,negative,4,8
1080,They also give a lot of support .,They,Socks#General,positive,0,4
1081,They are okay but not comfortable for a lot of walking .,They,Shoes#Quality,negative,0,4
1082,They are holding up well .,They,Clothing#Quality,positive,0,4
1083,The only reason I returned it was because the elastic at the heel strap of one of the shoes was stretched out and the shoe flapped on my foot .,implicit,Shoes#Quality,negative,-1,-1
1084,"As long as I won't have any flash photos taken of me , or be under any stage lights , they will not be overwhelming.While these are about three times the cost of most pantyhose you 'd buy at the supermarket , it is certainly a good investment for a sturdy pair of good quality , USA-made tights .",tights,Bottom#General,positive,288,294
1085,Runs big .,implicit,Clothing#Size,negative,-1,-1
1086,I love these .,implicit,Shoes#General,positive,-1,-1
1087,Definitely uncomfortable around the waist with the elastic .,waist,Clothing#Quality,negative,36,41
1088,"This is just a good , cute shoe that goes to almost any occasion without shame and will keep your feet cool and rested -- unless you go mountain hiking in them , that would make a difference .",shoe,Shoes#Quality,positive,27,31
1089,Plus they are very durable .,they,Clothing#Quality,positive,5,9
1090,"It 's dressy , but casual enough for every day summer wear , and it 's comfortable for walking around every day .",implicit,Shoes#Looking,positive,-1,-1
1091,"Smooth , nice color , sizing right , feet or no feet adjustement good , good band waist .",implicit,Bottom#Quality,positive,-1,-1
1092,They were comfortable and looked exactly how I was expecting .,They,Bottom#Quality,positive,0,4
1093,"I love the shimmer -- and I love the TOAST color , as I have pasty white legs .",shimmer,Bottom#Looking,positive,11,18
1094,"I love the look of these tights , but the crotch area ripped within an hour of having them on .",crotch,Bottom#Quality,negative,42,48
1095,They fit very well and I am happy with them .,They,Bottom#Size,positive,0,4
1096,i still love it,implicit,Bottom#General,positive,-1,-1
1097,I recommend these to every woman !,implicit,Bottom#General,positive,-1,-1
1098,"Gift was liked , said to be very comfortable",implicit,Clothing#General,positive,-1,-1
1099,"I order a wide and I got a wide , but , the wide must be for very , very , small feet .",implicit,Shoes#Size,negative,-1,-1
1100,Have them in 3 colors,them,Clothing#General,positive,5,9
1101,The leather is smooth and soft .,leather,Shoes#Quality,positive,4,11
1102,I sent them back,them,Clothing#General,negative,7,11
1103,I also like that they don't have the reinforced panty so they can be worn with shorter outfits .,they,Clothing#General,positive,17,21
1104,they are shimmery and did the trick for dressing up for the holidays .,they,Clothing#Looking,positive,0,4
1105,"They 're not at all sheer , however .",They,Bottom#Quality,negative,0,4
1106,They did squeak a little from rubbing on the base of the heel when walking .,They,Shoes#Quality,negative,0,4
1107,"The top stretches , so they fit well .",they,Shoes#Size,positive,23,27
1108,I might even buy another pair in a different color .,implicit,Shoes#General,positive,-1,-1
1109,"The transition bottom is perfect , not too big / small , and work great with pointe shoes .",transition,Bottom#General,positive,4,14
1110,They are the best,They,Clothing#General,positive,0,4
1111,This shoe just did not meet the expectations I had for LifeStride shoes .,shoe,Shoes#General,negative,5,9
1112,It is like wearing a navy colored little pillow under your tired old feet .,implicit,Shoes#Looking,positive,-1,-1
1113,Beautiful dance tights .,dance,Bottom#Looking,positive,10,15
1114,Want to order them in other colors,them,Clothing#General,positive,14,18
1115,"I normally wear a 6 1/2 M , but because several of the reviews said this shoe was narrow , I chose a W and it fits fine .",implicit,Shoes#Size,positive,-1,-1
1116,It was perfect fit .,implicit,Clothing#General,positive,-1,-1
1117,They are my everyday go to shoes .,They,Shoes#General,positive,0,4
1118,If you are taller than 5'10 I wouldn't recommend ordering these .,implicit,Clothing#General,negative,-1,-1
1119,Planning on purchasing more in several colors .,implicit,Shoes#General,positive,-1,-1
1120,"Both models fit me like the description from Capezio predicted ( one like street shoe size , the other half a size up ) .",models,Shoes#Size,positive,5,11
1121,They fit everywhere but the length .,length,Clothing#Size,negative,28,34
1122,"It is pretty subtle but definitely there , and I loved it with the dress I wore to my holiday party .",implicit,Clothing#General,positive,-1,-1
1123,I loved it then and love it now !,implicit,Shoes#General,positive,-1,-1
1124,Just did n't like the fit but then my foot is a bit narrow so had to return .,implicit,Shoes#Size,negative,-1,-1
1125,I gave it that rating rather than 5 stars because they do n't last as long as they should .,they,Clothing#Quality,negative,50,54
1126,Shimmery .,implicit,Socks#Looking,positive,-1,-1
1127,Classic and comfortable in a rich dark blue .,implicit,Clothing#Looking,positive,-1,-1
1128,"They are not uncomfortable , they just do n't fit the same .",They,Shoes#Quality,neutral,0,4
1129,"I love the comfortable fit and the light feeling , not heavy like regular denim fabric .",implicit,Clothing#Quality,positive,-1,-1
1130,A lot of nice comments on looks .,looks,Clothing#Looking,positive,26,31
1131,Great value and they last all year with no holes or runs .,they,Clothing#General,positive,16,20
1132,The shoe was just too loose .,shoe,Shoes#Size,negative,4,8
1133,great choice if you need a character shoe,shoe,Shoes#General,positive,37,41
1134,"Come on , if you can't provide wide , don't advertise as wide .",implicit,Shoes#General,negative,-1,-1
1135,"I like the quality of the fabric ; the blouse is well made , and fits nice .",blouse,Top#Quality,positive,39,45
1136,"As I fall firmly into the first category and only wear them for dancing , they work very well for me .",they,Shoes#Quality,positive,74,78
1137,They are recommended and the price is very reasonable .,price,Shoes#Prices,positive,29,34
1138,I 'm very please with this purchase .,purchase,Clothing#General,positive,27,35
1139,Nice and comfy,implicit,Clothing#Quality,positive,-1,-1
1140,Comfortable right away !,implicit,Shoes#Quality,positive,-1,-1
1141,"I have long legs though so I bought a B size and it is still a bit too small but if I went for a C size , the stockings probably would not have been snug on my legs ... Would recommend purchase - but if you are at all worried about size ; buy one size up .",stockings,Socks#Size,negative,110,119
1142,The only reason I 'm giving four stars is the color .,color,Clothing#Looking,negative,46,51
1143,Best tights around .,tights,Bottom#General,positive,5,11
1144,This is my 3rd pair of these sandals .,sandals,Shoes#General,positive,29,36
1145,great quality but ran a little small,quality,Clothing#Quality,positive,6,13
1146,Fits well and it has a lot of quality in its construction and has neat style .,quality,Clothing#Quality,positive,30,37
1147,My one foot is slightly wider then the other so its a little tighter on that foot but there breaking in just fine Ive worn them 4 hrs at a time with no problems so far .,them,Shoes#General,neutral,123,127
