id,text,aspect,category,polarity,from,to
181,Amber weather warning in place for EastDevon from 4pm tonight into tomorrow. Remember not to drive through flood water:,flood water,water,neutral,107,118
182,"ExeterMarine is at event for WorldOceanDay in Bude! Presentations form and , as well as - see you there!",ocean,water,neutral,34,39
183,Are you a researcher interested in informing policy and decision making in relation to the environment? provides a unique opportunity to work between 3-12 months within a non-academic host organisation such as . Apply:,environment,implicit,neutral,91,102
184,"This Saturday 9th is our and PPFF Fun Day Leybourne Lakes Park. Plant themed facepainting, guided walks, artsandcrafts, theatre show, live music, sand art and more.....bring a picnic and come join us 10.30-15:30",water,pollution,neutral,-1,-1
185,That's interesting: what does a 'monitoring station' look like? Thankfully my river is low.,river,water,neutral,78,83
186,As part of National Specials Weekend officers from our Rural Crime Team have been tackling our of season fishing with the,fishing,water,neutral,105,112
187,Theo the dog is our honorary TeamEA member today as we celebrate WorldOceanDay and Binitforthebeach in West Kirby Wirral! He is doing an outstanding job,ocean,water,neutral,70,75
188,World-renowned angler John Wilson is back in the UK for a short time and made sure he got his FishingLicence ready for the start of the coarse fishing season on 16 June. You can get one too at GoFishing,FishingLicence,water,neutral,94,108
189,"Retweeted Environment Agency (): Heavy showers and thunderstorms are forecast for today and tomorrow. This could lead to some localised surface water and river flooding, our teams are out around the...",water,flooding,neutral,144,149
190,Awesome! Would love to chat to you about my next challenge which will really tie in nicely with what you’re doing. (would also love to sign up to Speakers for Schools. Happy worldoceansday <U+0001F30D><U+0001F44D><U+0001F3FC>,challenge,event,neutral,49,58
191,Quiz: How long will it take for this plastic bottle to degrade? WorldOceansDay Southend,plastic bottle,pollution,neutral,37,51
192,It's WorldEnvironmentDay so let's binit4beaches. We can all play a role in keeping our beaches and bathingwaters clean! summer tuesdaythoughts,beaches,water,positive,40,47
193,"Yesterday the chair of , visited to speak about plastics and how we can BeatPlasticPollution What a great way to mark WorldOceansDay! <U+267B><U+FE0F><U+0001F30A><U+0001F30E><U+0001F49A> Will you take part in our PlasticsChallenge and PassOnPlastic? <U+0001F449><U+0001F3FD>",plastics,pollution,negative,48,56
194,"So much resemblance between how the environment and women are treated. Both are a source of life, can nurture life and the world cannot live without them. Furthermore, it is women who tend to feel the effects of environmental degradation more than their male counterparts. sdg5",environment,implicit,neutral,36,47
195,Thunderstorms and heavy rain are forecast tmrw for Yorks and Humber which could mean surface water and river flooding. Do not drive through flood water. Check flood warnings here: teams are on the ground and watching the weather FloodAware,flood water,water,neutral,140,151
196,"Keela you are a rare person that everyone can relate to. You speak honestly, with passion and I’ve never met a person that has inspired me more. I’m privileged to know you and work with you! You 1000% deserve this!",beach,environment,neutral,-1,-1
197,"Hi Jonny, thanks for getting in touch. What you can see in the water is algal bloom, which doesn't look or smell nice but is harmless. Find out more on our website",algal bloom,water,neutral,72,83
198,"With further thundery downpours expected tonight, please check your flood risk - especially if you're someplace unfamiliar during the half-term break - and don't risk driving through floodwater. Here's our latest advice: PrepareActSurvive floodaware",flood risk,safety,neutral,68,78
199,QuettaOnline is leading volunteer group who working for environment from last 7 years. WorldEnvironmentDay BeatPlasticPollution CleanQuetta GreenQuetta,water,water,negative,-1,-1
200,why why why do you cut the miles of footpaths seawall this time of year? What do you gain? Is this a widespread waste of money,footpaths,water,negative,36,45
201,Environment Agency publishes 'State of the Environment Report' waterquality waterresources,surface water flooding,water,neutral,-1,-1
202,"A fabulous, jawless, scaleless, cartilaginous sea lamprey photographed on the River Tyne lat year at our monitoring station at Riding Mill.",River Tyne,water,neutral,78,88
203,"Environment Management and Field Operation teams use water jets to simulate how hydrogen peroxide is used to aerate the water to increase oxygen levels in the event of pollution, during a training day on the RiverLavant, WestSussex, to mark EnvironmentIncidentsWeek",water jets,technology,negative,53,63
204,"...and choose cardboard, not plastic, stemmed cotton buds plasticpollution",plastic pollution,pollution,negative,-1,-1
205,Hi Samuel. Thats actually a river in America! But its been measured with an ADCP - Acoustic Doppler Current Profiler... have loads of info on the technique. Have a go if you get chance!,river,water,neutral,28,33
206,Retweeted Recycle Now (): 79% of plastic waste ever created is in the environment. This WorldOceansDay take care of the environment you love by recycling what you can. plasticpollution <U+0001F40B> <U+0001F419> <U+0001F420> <U+0001F33F>,environment,pollution,negative,70,81
207,They said CRT is going to install aeration at a couple of locations and leave it running to help things recover. Re the sewage they said they are investigating a private surface water outfall that serves our estate for misconnections which may be the cause.,surface water,water,neutral,170,183
208,"Happy WorldOceansDay! In celebration , and are launching its Great British PlasticsChallenge with 35+ UK leaders and activists -- I'm giving up: the big 4, including disposable coffee cups! BeatPlasticPollution More:",plastic,pollution,negative,75,82
209,VolunteersWeek Think volunteering by rivers and locks sounds fun? Read this entertaining blog from about the scheme we run with,water,quality,neutral,-1,-1
210,It might not be 'beach' weather today but our samplers are still out every day testing the water quality at all our designated bathingwaters Check what rating your local bathing water has here getyourfeetwet,water quality,water,neutral,91,104
211,Hope you all have a super day at WOD with the team at Bude. To remind you of the power of the ocean here’s how one storm changed the beach profile earlier this year,beach,environment,neutral,133,138
212,"What a slogan! “Humanity came out of the ocean. It would be a real catastrophe if humanity managed to kill these oceans.""",ocean,water,neutral,41,46
213,"Last night it was south of the A12 flyover. But it can happen anywhere. Oxygen levels will have risen last night (cold water holds more oxygen). A hot spell followed by more pollution washed in by rain would put 1000s of fish at risk, as in 2013.",oxygen levels,water,negative,72,85
214,"We have been out to assess the potential impact of pollution in the River Wharfe at Grassington, from a dairy. The operator is taking action to prevent future occurrences, but if you see any impacts, please report them to our incident hotline on 0800 807060 so we can investigate.",river,water,negative,68,73
215,Beat Plastic Pollution: Theme of World Environment Day 2018 NewDelhi,water,water,negative,-1,-1
216,Are you setting off for your morning commute? Please take extra care on the county's roads which may be affected by surface water and localised flooding. Follow for the latest warnings and for details. Check out our travel map:,flooding,water,neutral,144,152
217,A fantastic afternoon working alongside other agencies at the lake side at killingworth Demonstrating the simple but very effective use of a water rescue throw Bag. Also educating young and old on the dangers around open water safety. BeWaterAware,surface water,water,positive,-1,-1
218,Are you a researcher interested in informing policy and decision making in relation to the environment? provides a unique opportunity to work between 3-12 months within a non-academic host organisation such as . Apply:,water,water,neutral,-1,-1
219,A good Bank Hol weekend... but now to T in the A-Z of Hydrology. Our hydrologists Transpose our gauging station data to ungauged sites using mathematical relationships. This allows us to assess WaterResources and balance abstraction with the environment.,water resources,water,positive,-1,-1
220,Plastic pollution: 'Scourge' of debris on beaches tackled: new team set up to monitor beach litter plasticpollution plasticfreecoastlines microplastics,beaches,beach,negative,42,49
221,You are all amazing and do an amazing job The Ocean is better for your efforts. Respect.,waters,water,neutral,-1,-1
222,"The domes up and ready for WorldOceanDay From two different perspectives this evening. Looking forward to being there for Cleaner Seas, alongside the crew. See you there! <U+0001F419><U+0001F990><U+0001F991><U+0001F980><U+0001F433><U+0001F42C><U+0001F988><U+0001F499><U+0001F30E> CleanerSeas CleanSeas",seas,water,positive,130,134
223,How have I only just seen this?! It’s awesome! PassOnPlastic WorldOceansDay WOD WODEA18 TeamEA,ocean,water,neutral,66,71
224,We've got a yellow weather warning for rain today in the North West which could lead to some localised surface water and river flooding. Our teams are working to clear screens to reduce flood risk. Stay floodaware and check your flood risk here: …,flooding,water,neutral,127,135
225,"Joined litter pick drive around Jubilee River Slough, ably led by team. Sack loads of rubbish collected from a picturesque setting! Real shame that people dump rubbish with utter disregard for environment. We all need to volunteer to make the world around us nicer.",rubbish,pollution,neutral,86,93
226,Our SwaleFieldTeam installed a temporary pump in a culvert at Iwade Kent as it was struggling to cope with the heavy rainfall. The water was pumped further downstream and reduced flood risk to several properties. FloodAware,flood risk,water,neutral,179,189
227,"We have a garbage island floating in our ocean, mostly comprised of plastics - the size of India, Europe and Mexico combined! More: Garbage Islands in the Ocean",ocean,water,neutral,41,46
228,"Go for it, fellow GuardiansOfTheEnvironment<U+0001F49A><U+0001F30D> over in Ireland <U+0001F1EE><U+0001F1EA> Have a great day <U+0001F44D> Here in Cornwall, we’re doing final prep today for our WorldOceansDay event tomorrow at Bude <U+0001F499><U+0001F30A>",water,quality,positive,-1,-1
229,Our environment and rivers must join customers on centre stage in water company pr19 business plans. Read my piece in The Water Report today to see what this means for the industry and Ofwat.,rivers,water,neutral,20,26
230,"Great to have you on board, although it feels like you’ve been working for us for years! Sad for Stroud - big shoes to fill.",water,water,positive,-1,-1
231,"Reduce,Re Use and Recycle GetABin UseABin",water,quality,neutral,-1,-1
232,This week is Environmental Incidents Week at 4-8 June! Incidents are our bread and butter responding 24/7 so we protect the water environment Groundwater SurfaceWater from spills pollution Report an Environmental Incident here 0800 80 70 60,water environment,water,negative,124,141
233,Any guesses what this is? This 1m long prehistoric sea lamprey - older than the dinosaurs - was spotted on our underwater camera on the River Tyne last year. We're going to try to capture them on film again this year to establish where these enigmatic creatures spawn!,river,water,neutral,136,141
234,Pike fishing on the river mole during close season. Catching there live bait and then fishing for the predators. The only predators I see here are the anglers. So close to my property I could hear them but couldn't understand them. No EA as under staffed.,river,water,neutral,20,25
235,"Great initiative! Well done Do you know if anything is being done about the cleaning up the rubbish in the RiverThames in Kingston? The geese are using it to build their nests, but sadly most of it will end up in the ocean <U+0001F61F>",beach,cleanliness,positive,-1,-1
236,"We've been out this morning clearing debris from the River Sherbourne, Coventry. Floodaware",sea defence,infrastructure,neutral,-1,-1
237,We're expecting thunderstorms and heavy rain tomorrow between 9am-10pm. The have issued a yellow warning. Please take extra care when driving as there's an increased risk of local flooding and surface water flooding on the roads. Follow and,flood water,safety,neutral,-1,-1
238,EnvironmentalIncidentsWeek and WorldOceansDay Did you know...? You shouldn't flush cotton buds and wet wipes binIt4beaches The sample bathing waters May-Sept find out more: WeDontJustRespondToFlooding,bathing waters,water quality,neutral,134,148
239,Looks like some challenging weather coming our way. Stay FloodAware listen out for latest reports on local radio stations. Driving conditions will be very challenging Don't drive through flood water as there is severe risk to life.,flood water,water,neutral,187,198
240,Are you a researcher interested in informing policy and decision making in relation to the environment? provides a unique opportunity to work between 3-12 months within a non-academic host organisation such as . Apply:,environment,water,neutral,91,102
241,Last week was a whirlwind of media attention following publication of the report on the State of the Environment: Water Resources report for England. Read the full report here We believe 100l/p/d is achievable by 2045... do you?,water levels,water,neutral,-1,-1
242,"If you're caught in a flood caused by a thunderstorm, remember, don't attempt to drive through flood water. And if you're travelling this weekend, you can get the latest picture here: and from here:",flood water,flooding,neutral,95,106
243,"We would only deal with pollution from our sewers going into a water course. It would for anything else. Thanks, Lauren",water,water,negative,63,68
244,"Our waterways are plagued by misconnections which TW say are difficult to trace. It seems that for each one traced others quickly replace it. Our small streams are polluted near source and pollution increases as it is carried to the Lea, hence Thames21 LoveTheLea campaign",streams,pollution,negative,152,159
245,Why monitor plankton? It may be tiny but it supports all things briny! They are the basis of all life at sea; brilliant indicator of change. Been privy to a reminder of the awesomeness of plankton by Mike Best CharismaticMicroFauna,plankton,marine life,neutral,12,20
246,Aren't such algal blooms often associated with local excess nutrient loading (nitrates/phosphates)? The bloom appeared to very localised to the pier area and down-drift; nothing visible to the East. Are the water corp sure there's no leak?,algal blooms,water,neutral,12,24
247,"Across Anglia we work with volunteers to look after more than 350 miles of waterways for boaters, anglers and others to enjoy. This VolunteersWeek we've spoken to 2 of our assistant lock-keepers to find out what motivates them and what they enjoy most:",waterways,water,neutral,75,84
248,plasticpollution: 'Scourge' of debris on beaches tackled -,beaches,beach,negative,41,48
249,"during the London2012 Olympics had extra boats to clean the River Lea, they were taken away after the Games ended - they can do it when they want to",water resources,water,positive,-1,-1
250,Thanks. Currently all 3 Lea water quality monitors showing above 50% oxygen saturation. It's not hot enough to take this below 10% today. Sewage pollution could have been the cause.,water quality,water,negative,28,41
251,Great to see the multi use benefits of the Water-Gate.,water,water,positive,43,48
252,Plasticpollution: 'Scourge' of debris on beaches - takes action. Is it enough?,beaches,beach,negative,41,48
253,"Forecast for further heavy showers and scattered thunderstorms remain, there's a risk of localised surface water and river flooding in some areas, you can keep up to date with your local flood alerts here: … floodaware",water,water,neutral,107,112
254,"What a great week for beach cleans across Cumbria and Lancashire. Here are just some of the highlights from Hest Bank and Bolton-le-Sands. We recovered plastics, nylon, string and straws, as well as a fragmented Rubik’s Cube! GetYourFeetWet",beach,water,positive,22,27
255,"Good turnout tonight at the Angling Trust Midlands Fisheries Forum. Talking about fisheries incident response, River Trent barbel study and what’s occurring in the Upper Trent patch",river,water,positive,111,116
256,A-Z of Hydrology lands on U... for Ultrasonic. In certain rivers we use Ultrasonic Gauges. The 'All Seeing Eyes' fire sound beams both with the flow and against. Difference in travel time gives the Velocity. This is then multiplied by the Area giving RiverFlow,rivers,water,neutral,58,64
257,On this WorldEnvironmentalDay let us BeatPlasticPollution for a better tomorrow for the next upcoming generation. Join us at EnviPharm2018 to Probe and Counteract the Toxic Impacts. Visit,pollution,environment,negative,48,57
258,More good news for fish passage in the River Aire catchment,fish passage,water,positive,19,31
259,Which project gets your vote for the ICESWAwards2018 People's Choice Award? Will it be Torcross Sea Defence? Find all projects online and cast your vote at,sea defence,water,neutral,96,107
260,"Yes to be fair it has been waterfall free up to now but a lot of debris this time, I wondered if a bank has burst or something?",debris,river,neutral,65,71
261,"Check out some of the artwork on the new seawall at Rossall! Designed by Stephen Broadbent, these images tell the tale of the Sea Swallow and you can follow the story right down to Rossall Point Observation Tower. Will you take up the trail this summer?",seawall,infrastructure,neutral,41,48
262,Our officers have carried out a close season patrol at Postwick broads to check for illegal fishing. We’ve also resurfaced the path and fishing pegs ready for start of the fishing season on 16 June - have you got your rodlicence yet? GoFishing,fishing,activity,neutral,92,99
263,My opinion on plastic pollution. Please share your thoughts.,pollution,environment,negative,22,31
264,Flash flooding caused blanket weed to move down stream through Barking Park onto our Loxford grid yesterday. We managed to clear it and lower the water level to protect local communities from flooding. floodresilience FloodAware,water,flood,neutral,146,151
265,Fanny about on beaches in the nice weather cos you can’t control viridor muppets,beaches,water,neutral,15,22
266,Did you know...? only 30cm of water is enough to move your car. Stay FloodAware,water,water,neutral,30,35
267,The Whitley Bay and Saltburn Big Beach Cleans are underway for WorldOceansDay - Partnership between and WaterRangersNW. Let’s see how much plastic we can collect in 4 hours. binit4beaches 2minutebeachclean,plastic,pollution,positive,139,146
268,A foul waste pipe should take used water from homes to sewers which then lead to treatment works. A surface water drain takes rainwater from road drains to rivers and the sea. Sometimes a plumber or developer may illegally connect a foul waste pipe to a surface water drain,water supply,supply,negative,-1,-1
269,Environment Agency teams have been working to clear debris from rivers and working with local communities. floodaware Keep up to date with your local flood alerts here:,debris,river,neutral,52,58
270,1857 hours Kingsway_Blue assisted by Uttoxeter attended Lorry fire A50 Eastbound Crews used Breathing apparatus and hose reel to extinguish fire <U+0001F69B> and attended the incident. Slip Road remains closed at Sudbury roundabout avoid area,water,water,neutral,-1,-1
271,"Every month, our Sampling and Collection teams will take monthly rainfall measurements throughout Cumbria and Lancashire. They also take samples throughout to test the quality of water in our rivers – This was when we were taking samples at Swindale Beck Cumbria",water,water,neutral,179,184
272,NOT so smart water - beach clean up,water,water,positive,13,18
273,Another great beach clean from Turning Tides partners at Allonby today for WorldOceansDay Thanks to and staff who all took part! <U+0001F30A><U+267B><U+FE0F><U+0001F5D1><U+FE0F><U+0001F499>,water,quality,positive,-1,-1
274,. Lots of big Bream struggling in upper pound on Hertford Union due to low water levels. Could do with an aerator.,water,water,neutral,75,80
275,This is a screen on the River Sheaf in Sheffield which helps trap debris to prevent a flood risk. Our teams have been clearing it out today following heavy rain this lunchtime. This is something we do regularly. Check the latest flood information here:,River Sheaf,river,neutral,24,35
276,Canada Goose and Goslings (Branta canadensis) at Upper Tamar Lake canadagoose wildlife nature,lake,water,neutral,61,65
277,"River flows on the RiverGreatOuse from Bedford to St Ives and St Ives to Earith are above normal. Anyone intending to navigate should proceed with extreme caution. In an emergency, contact the on 0800 80 70 60 and for more updates visit",river,water,positive,0,5
278,Loving that picture! Great work guys! Was it made from plastics recovered on a beachclean by any chance? WorldOceansDay2018 WOD18EA,water,quality,positive,-1,-1
279,The latest Integrative Information Ecology! Thanks to worldoceansday protectantarctic,ecosystem,environment,neutral,-1,-1
280,"It’s WorldOceansDay and we’re talking about the importance of UpstreamThinking, LoveYourLoo and ThinkSink <U+0001F4A7><U+0001F30E> From farming the land to flushing the loo - we all have a part to play in protecting our environment.",environment,environment,neutral,220,231
281,"We'd like to say a HUGE thank you to everyone who visited us at Killingworth Lake yesterday, to find out more about the work we're carrying out with . We also had with us to help talk to customers about water safety <U+0001F44D><U+0001F3FC><U+0001F499><U+0001F4A7>",water safety,water,positive,203,215
282,"Help protect our environment today and everyday. This WorldOceansDay make a pledge to only flush the 3Ps; pee, poo and paper. For everything else, please binit4beaches.",environment,general,neutral,17,28
283,I'd be disposing 4 plastic bottles today... <U+0001F625> I feel totally guilty for being irresponsible to the environment. There has got to be a way out!,water,quality,neutral,-1,-1
284,We're in contact with regarding the surface water flooding from the weekend and have arranged for someone to contact you shortly. Thanks,water,water,neutral,44,49
285,"Didcot station flooded again last night from surface water. Flooding can affect infrastructure and your journey, even after the water has gone. Ticket office and lifts currently closed. cc floodaware",surface water,water,neutral,45,58
286,"Retweeted Environment AgencySE (): If you see brown foam on a beach it’s most likely to be Phaeocystis, a harmless, natural AlgalBloom. Foaming occurs as the algae breaks down and could last...",algal bloom,water,neutral,-1,-1
287,"Beaches in StIves and Hayle 'could' be checked weekly for PlasticPollution says (Times and Echo, Jun 8th) PlasticFreeCoastlines Cornwall",PlasticPollution,pollution,negative,58,74
288,"Good Afternoon, Thank you for your tweet. Unfortunately, the River Ouzel is a Tributary of the River Great Ouse. This particular navigation is not under our jurisdiction. You will need to report this to the Environment Agency. ~ Tigs",water butt,water,positive,-1,-1
289,"Happy WorldOceansDay here are just some examples of single-use plastic menstrual products being found on beaches! Together we can make a massive difference, let's stop marine life suffering from this! Please sign to endperiodplastic!",plastic products,pollution,neutral,-1,-1
290,"Unsettled stormy weather is forecast and we will continue to work 24/7 operating flood defences, clearing blockages in rivers and streams to ensure they flow freely, and supporting partners responding to any incidents of surface water flooding. floodaware",flood defences,safety,neutral,81,95
291,Ever seen a freshwater pearl mussel before?! Thanks to we're able to show you this fab footage of one in the River Torridge. Find out more about the project that's fighting to bring this species back from the brink musselrivers,freshwater pearl mussel,species,positive,12,35
292,Children celebrating WorldOceanDay at Summerleaze beach taking part in a beach clean to get rid of plastic pollution from our Cornwall beaches HeartNews,plastic pollution,pollution,negative,99,116
293,"Clean and GreenEnvironment MUST remain a priority for all in order to save the Planet coz the rate of GasEmissions are very worrying due to negative environmental effects like DeathsOfForests, drying or Rivers from their sources",Rivers,river,positive,203,209
294,". are hosting The Changing Hydrogeology of the North East conference. Reductions in coal mine pumping and increased rainfall means the groundwater has increased &gt;100m. This impacts on pollution, flooding and planning. Sign up at",groundwater,water,negative,135,146
295,"This WorldOceansDay help us tackle plasticpollution by pledging to only flush the 3 p's. 8% of beach litter is stuff that was flushed incorrectly and which contains plastic, so remember to BinItForBeaches!",beach,environment,negative,95,100
296,Are you a researcher interested in informing policy and decision making in relation to the environment? provides a unique opportunity to work between 3-12 months within a non-academic host organisation such as . Apply:,policy,governance,neutral,45,51
297,Plastic pollution: join mission to end 'Scourge' of plastic pollution on beaches PlasticFreeCoastlines,plastic pollution,pollution,negative,0,17
298,It’s WorldEnvironmentDay. So here’s a few things have done in the last month. 1. We began testing water quality as bathing water season began. 9 new beach locations have been designated as official bathing waters along the south coast:,water quality,water,neutral,98,111
299,"we're not in a flood risk area but every time it rains heavily we get rainwater backing up to the drain in our garage and flooding it, neither water company seems to want to know - best advice?",rainwater,water,neutral,70,79
300,"Looking forward to our walk with Pendle Hill Farmers' Network and this evening, looking at how to keep our local watercourses pollution free. OutstandingHour",watercourses,water,negative,113,125
301,"Even aftr thousands of years research we couldn't find the another planet with leaving souls. Hence there no Planet ""B"" act 2 protect and save the future."" 1st Put effort to sav earth not 2 reach Mars "" WorldEnvironmentDay2018",earth,environment,neutral,178,183
302,Celebrating World Oceans Day in Bude,oceans,environment,neutral,18,24
303,"I work in a McDonald's franchise, and we will happily refill reusable water bottles free of charge.",pollution,environment,neutral,-1,-1
304,(II:1/2) Now the afternoon has rolled round our second wave of new AnglianWaterwaysVolunteer recruits are at HoughtonLock on the RiverGreatOuse for lock familiarisation and training this volunteersweek2018. assist run this volunteer scheme. If you &gt;,river,water,positive,129,134
305,So untill then the road remains shut ? Do they not know there such things as tankers that can remove water this causeing distribution to the local area and business that is avoidable ?,water,flood,neutral,101,106
306,The bathingseason runs until September and we have started water quality testing at over 400 sites. Info on waterquality and pollution sources can be found on signs at the entrances of all designated bathing waters or online through the BathingWaterDataExplorer,water quality,water,negative,59,72
307,Azure Damselfy? or Common Blue? at Upper Tamar Lake wildlife nature,water,water,neutral,-1,-1
308,"BeatPlasticPollution reuse plastic. SAVE EARTH Instead of throwing away toothpaste tubes, we can use them as dhoop stand.",plastic,pollution,negative,4,11
309,Our EATeams are out today with clearing river Cole at Formans Road. You can keep up to date with your local flood alerts here: floodaware,river,water,neutral,40,45
310,Another excellent example of partnership working between and cleaning up MineWater Pollution. Read about the case-study for treatment at Saltburn Gill mine water treatment scheme,pollution,environment,negative,83,92
311,"Tomorrow,June 5th is WorldEnviromentDay Theme is ‘Beat Plastic Pollution’. Be part of this movement environmentqueen rejectsingleuseplastic Refusewhatyoucantreuse",water,water,negative,-1,-1
312,So much water flowing down the path from Hodgson House to Becks Field – didn’t happen before it was built -,water,water,neutral,8,13
313,"""Special equipment"" in this case being a bucket, some string, a dog lead, and an old water bottle.",water bottle,equipment,neutral,85,97
314,Don’t Pollute Water Don’t Pollute Air Don’t Pollute Environment And Don’t Pollute yourself Celebrate WORLD ENVIRONMENT DAY,water,water,neutral,14,19
315,We've seen heavy rain cause flooding in Kent today. SE may have more thunder storms. When driving home take care and don't drive through flood water - just 30cm can move your car. Keep updated and check our flood alerts/warnings online at floodaware,flood water,flooding,neutral,137,148
316,Wishing my colleagues a great in Bude. Missing it as I head north on M6 to mighty Atlantic in NW Scotland for 2minutebeachclean <U+0001F44D>,ocean,water,positive,-1,-1
317,clearing beaches all over the UK should be tasked to non dangerous prison inmates. Give them a purpose!,beaches,beach,neutral,9,16
318,Thank you. Can you help or Who do I need to speak to please? This plastic is shredding and polluting the beach and sea. Thank you CleanerSeas,plastic,pollution,positive,66,73
319,Well done water rangers!,water,water,neutral,10,15
320,"We’ve bumped into a <U+0001F991> aka - the founder of Refill. The Refill campaign began life in Bude by local resident with support from , a partnership between and South West Water, in 2014. <U+0001F30E><U+0001F4A7>",Refill campaign,water,neutral,66,81
321,Please give me a chance I will prove we will not only finish air pollution but also manage global warming by using techenology I am not aggry with Professor Veerbhadra swaminathan report . You awarded so many scientist but they are fail to reduce these problem it's not fair .,lake,water,negative,-1,-1
322,Wow! Huge congrats to you Keela. Recognition for everything you do and indeed who you are; a shining star and a role model for us all.,water quality,water,neutral,-1,-1
323,It is a lovely idea planting trees near the river foss.... but planting trees near rivers can also cause a headache for the ....damage bridges,trees,environment,neutral,29,34
324,Retweeted BroadsBeat (): WorldEnvironmentDay Not just in the sea but in our Rivers and NorfolkBroads too! Do your bit today for tomorrow! <U+2693><U+0001F46E>,river,water,neutral,76,81
325,"If you haven't already, join our Thunderclap to show your support for WorldOceanDay and help reduce plasticpollution in our oceans today! binit4beaches WorldEnvironmentDay",ocean,water,negative,75,80
326,Environment Agency teams have been working round the clock with affected communities and we have had flood support officers out since the weekend. Avoid driving through flood water: just 30cm of fast flowing water is enough to move your car. floodaware,flood water,flooding,neutral,169,180
327,"Water shortages inevitable within decades if major work not done to pipes, says via",pipes,water,neutral,68,73
328,We’re out on site at Dudley Canal with our aerators because of signs of fish in distress. If you notice any fish struggling or gasping at the waters surface please call out incident hotline on 0800 80 70 60,water,water,neutral,142,147
329,"Together with , we delivered the Torcross Sea Defence project for within 14 months of the failure of the defence being identified. That's why we think it should win the People's Choice category at the ICESWAwards2018, so vote now! <U+0001F449>",rivers,water,neutral,-1,-1
330,"Surface water flooding can happen almost anywhere. Stay safe, stay away from flood water and don't try to drive through it. Stay weatheraware and floodaware",flood water,water,positive,77,88
331,Newhaven Flood Alleviation Scheme - The sheet pile wall is now being installed on the east side of the River Ouse newhavenFAS,River Ouse,water,neutral,103,113
332,"86% rivers had not achieved good ecological status in 2016, mainly due to high phosphorous content caused by agricultural run-off acc to report. Will be able to solve prob of soil erosion to meet goal of ¾ healthy rivers w/in 25yrs?",flood,risk,positive,-1,-1
333,WorldEnvironmentDay is celebrated every year to raise awareness and take action for the protection of our environment. Take a step towards the protection of our environment by reducing the plastic pollution and making Earth a better place to live.,plastic pollution,pollution,negative,189,206
334,"Trust me, the drains were overflowing this afternoon and quite a lot of water came in our front door so I’d say the forecast was correct!",water,flooding,neutral,72,77
335,Just got home from work and looked in River Lea outside our house in E9. Fish all struggling at the surface like they were before they all died last time. Seems like it needs oxygenating urgently. CRTLondon,oxygen,water,neutral,175,181
336,"One man's artwork is another man's unsightly mess! Our MoleandSouthLondonTeam scrubbed this graffiti away, and we now have our door back! RiverHogsmill KingstonUponThames Kingston WorldEnvironmentDay2018 WorldEnvironmentDay",water purification,water,neutral,-1,-1
337,That feeling when is only two sleeps away!! At we are dedicated to creating a greaterplace seeyouatthebeach plasticfreecoastlines <U+0001F3C4><U+200D><U+2640><U+FE0F><U+0001F30E><U+0001F499>,beach,water,positive,102,107
338,"Hear Jonathan Atkinson, Technical Specialist, Groundwater and Contaminated Land outline the implications to waste management regulations for brownfield development projects at the Brownfield Redevelopment: Midlands conference on 5 July, Derby",waste management,water,negative,108,124
339,Also buyarodlicence for the open season and enjoy fishing in one of the best locations in the world! broads,water,water,neutral,-1,-1
340,Speckled Wood (Pararge aegeria) at Upper Tamar Lake wildlife nature,water,water,neutral,-1,-1
341,Be floodaware and avoid driving through flood water - just 30cm of fast flowing water is enough to move your car!,flood water,safety,neutral,40,51
342,Our Culm Grassland Flood Mitigation and Torridge Headwaters projects joined forces for a marsh fritillary butterfly ID and survey day at Julians Farm,groundwater,water,neutral,-1,-1
343,"Heavy showers and scattered thunderstorms are forecast for the SE today and overnight into tomorrow morning. These could bring an increased risk of localised surface water/river flooding in some areas, so keep up to date with your local flood alerts here:",flooding,water,neutral,178,186
344,QuettaOnline is leading volunteer group who working for environment from last 7 years. WorldEnvironmentDay BeatPlasticPollution CleanQuetta GreenQuetta <U+0001F49A><U+0001F33F><U+0001F33F><U+0001F33F><U+0001F33F><U+0001F33F><U+0001F33F>,water,water,negative,-1,-1
345,"Our teams are out today clearing a blockage in the River Cole near Foreman's Road area of Sparkhill, Birmingham. floodaware",river,flooding,neutral,51,56
346,Two things. Don’t you just hate it when a 9 yr old lad out fishes you with this fine lot including a JonDory <U+0001F928>. The other thing is the amount of plastic and netting floating around shores!!<U+0001F621>. This mixture plucked out of the water this afternoon<U+0001F44E>,plastic,pollution,neutral,156,163
347,I wonder whose responsibility it is to remove this car from the banks of the riverRibble below the Sea Cadets erring place?,Ocean,water,neutral,-1,-1
348,We are out with our and partners on the River Guash. Great to see that flow deflectors put in 10 years ago have done their job in creating a gravel riffle to support fish and invertebrate populations. Great partnership working!!,River Guash,river,positive,40,51
349,"Total of 20,000 rod licence-holders have been picked at random to take part in an survey on the river closeseason reports . Did you get the chance to have your say? angling",surface water,water,neutral,-1,-1
350,Just 30cm of flood water can move your car ... it's not much! floodaware,flood water,water,neutral,13,24
351,Morning Mike - for any watercourse pollutions please report to the Environment Agency's 24 hour incident hotline on 0800 80 70 60. Thank you,watercourse,water,negative,23,34
352,"Yesterday, farmers in the Aldford brook catchment showcased projects undertaken, to help improve waterquality, in partnership with and",water quality,water,neutral,-1,-1
353,Four spotted chaser at Upper Tamar Lake wildlife nature,water,water,neutral,-1,-1
